tanggal,produk,harga,hari,promo,cuaca,stok_awal,jumlah_terjual
2028-03-19,Ayam Geprek,15000,Sunday,0,Cerah,77,63
2028-03-20,Ayam Crispy,12000,Monday,1,Cerah,58,52
2028-03-21,Paha Ayam,10000,Tuesday,0,Mendung,75,29
2028-03-22,Paha Ayam,10000,Wednesday,1,Hujan,98,49
2028-03-23,Ayam Crispy,12000,Thursday,0,Cerah,102,53
2028-03-24,Dada Ayam,11000,Friday,1,Mendung,116,77
2028-03-25,Dada Ayam,11000,Saturday,0,Hujan,85,54
2028-03-26,Ayam Crispy,12000,Sunday,0,Cerah,42,42
2028-03-27,Ayam Crispy,12000,Monday,0,Cerah,113,45
2028-03-28,Paha Ayam,10000,Tuesday,1,Cerah,104,71
2028-03-29,Dada Ayam,11000,Wednesday,0,Cerah,47,30
2028-03-30,Ayam Crispy,12000,Thursday,0,Cerah,90,47
2028-03-31,Paha Ayam,10000,Friday,0,Hujan,120,46
2028-04-01,Dada Ayam,11000,Saturday,0,Mendung,112,62
2028-04-02,Ayam Geprek,15000,Sunday,1,Mendung,45,45
2028-04-03,Paha Ayam,10000,Monday,0,Cerah,78,43
2028-04-04,Dada Ayam,11000,Tuesday,1,Hujan,99,53
2028-04-05,Dada Ayam,11000,Wednesday,0,Hujan,67,31
2028-04-06,Paha Ayam,10000,Thursday,0,Hujan,93,31
2028-04-07,Ayam Geprek,15000,Friday,1,Cerah,76,55
2028-04-08,Paha Ayam,10000,Saturday,0,Mendung,48,47
2028-04-09,Dada Ayam,11000,Sunday,0,Cerah,95,55
2028-04-10,Ayam Crispy,12000,Monday,0,Cerah,98,49
2028-04-11,Ayam Crispy,12000,Tuesday,1,Cerah,41,41
2028-04-12,Paha Ayam,10000,Wednesday,0,Mendung,100,48
2028-04-13,Dada Ayam,11000,Thursday,1,Mendung,97,64
2028-04-14,Ayam Crispy,12000,Friday,1,Cerah,99,67
2028-04-15,Dada Ayam,11000,Saturday,0,Cerah,79,56
2028-04-16,Paha Ayam,10000,Sunday,0,Cerah,75,55
2028-04-17,Ayam Crispy,12000,Monday,0,Cerah,76,36
2028-04-18,Dada Ayam,11000,Tuesday,0,Cerah,118,56
2028-04-19,Ayam Crispy,12000,Wednesday,0,Cerah,57,33
2028-04-20,Paha Ayam,10000,Thursday,0,Mendung,102,53
2028-04-21,Dada Ayam,11000,Friday,0,Cerah,61,39
2028-04-22,Ayam Crispy,12000,Saturday,1,Cerah,50,50
2028-04-23,Paha Ayam,10000,Sunday,1,Cerah,97,76
2028-04-24,Ayam Crispy,12000,Monday,1,Hujan,96,43
2028-04-25,Ayam Crispy,12000,Tuesday,0,Mendung,116,59
2028-04-26,Ayam Geprek,15000,Wednesday,0,Mendung,43,32
2028-04-27,Ayam Geprek,15000,Thursday,0,Cerah,46,28
2028-04-28,Paha Ayam,10000,Friday,1,Mendung,100,68
2028-04-29,Ayam Geprek,15000,Saturday,0,Cerah,93,55
2028-04-30,Paha Ayam,10000,Sunday,1,Mendung,107,88
2028-05-01,Ayam Geprek,15000,Monday,0,Hujan,118,45
2028-05-02,Ayam Crispy,12000,Tuesday,0,Mendung,40,25
2028-05-03,Paha Ayam,10000,Wednesday,1,Hujan,94,50
2028-05-04,Paha Ayam,10000,Thursday,0,Mendung,42,29
2028-05-05,Ayam Crispy,12000,Friday,1,Cerah,117,71
2028-05-06,Paha Ayam,10000,Saturday,1,Hujan,77,62
2028-05-07,Paha Ayam,10000,Sunday,0,Cerah,40,40
2028-05-08,Ayam Geprek,15000,Monday,0,Mendung,77,43
2028-05-09,Paha Ayam,10000,Tuesday,0,Cerah,68,39
2028-05-10,Dada Ayam,11000,Wednesday,1,Cerah,44,42
2028-05-11,Ayam Crispy,12000,Thursday,0,Cerah,113,51
2028-05-12,Ayam Geprek,15000,Friday,0,Cerah,60,39
2028-05-13,Ayam Geprek,15000,Saturday,0,Cerah,110,71
2028-05-14,Dada Ayam,11000,Sunday,1,Mendung,106,82
2028-05-15,Ayam Crispy,12000,Monday,0,Cerah,86,50
2028-05-16,Ayam Crispy,12000,Tuesday,1,Cerah,74,46
2028-05-17,Ayam Geprek,15000,Wednesday,1,Mendung,107,65
2028-05-18,Paha Ayam,10000,Thursday,0,Cerah,108,47
2028-05-19,Ayam Geprek,15000,Friday,0,Mendung,40,40
2028-05-20,Ayam Crispy,12000,Saturday,1,Mendung,107,86
2028-05-21,Dada Ayam,11000,Sunday,0,Hujan,51,37
2028-05-22,Ayam Geprek,15000,Monday,1,Mendung,99,69
2028-05-23,Ayam Crispy,12000,Tuesday,0,Cerah,66,44
2028-05-24,Ayam Geprek,15000,Wednesday,0,Mendung,95,54
2028-05-25,Paha Ayam,10000,Thursday,1,Cerah,62,56
2028-05-26,Ayam Geprek,15000,Friday,0,Cerah,64,36
2028-05-27,Ayam Geprek,15000,Saturday,0,Mendung,60,48
2028-05-28,Ayam Crispy,12000,Sunday,0,Cerah,100,60
2028-05-29,Ayam Crispy,12000,Monday,0,Mendung,102,53
2028-05-30,Ayam Crispy,12000,Tuesday,0,Hujan,91,36
2028-05-31,Ayam Geprek,15000,Wednesday,0,Hujan,64,25
2028-06-01,Paha Ayam,10000,Thursday,1,Hujan,94,51
2028-06-02,Dada Ayam,11000,Friday,0,Cerah,85,52
2028-06-03,Dada Ayam,11000,Saturday,0,Cerah,71,60
2028-06-04,Ayam Crispy,12000,Sunday,0,Mendung,94,72
2028-06-05,Ayam Crispy,12000,Monday,1,Cerah,44,44
2028-06-06,Ayam Geprek,15000,Tuesday,0,Mendung,75,42
2028-06-07,Dada Ayam,11000,Wednesday,1,Mendung,88,61
2028-06-08,Ayam Crispy,12000,Thursday,0,Mendung,97,44
2028-06-09,Paha Ayam,10000,Friday,0,Cerah,78,36
2028-06-10,Paha Ayam,10000,Saturday,0,Cerah,119,74
2028-06-11,Ayam Crispy,12000,Sunday,0,Cerah,100,60
2028-06-12,Ayam Crispy,12000,Monday,0,Cerah,48,33
2028-06-13,Dada Ayam,11000,Tuesday,0,Hujan,45,26
2028-06-14,Dada Ayam,11000,Wednesday,1,Cerah,74,53
2028-06-15,Ayam Geprek,15000,Thursday,0,Cerah,78,52
2028-06-16,Dada Ayam,11000,Friday,0,Cerah,61,31
2028-06-17,Paha Ayam,10000,Saturday,0,Mendung,80,63
2028-06-18,Paha Ayam,10000,Sunday,1,Mendung,44,44
2028-06-19,Ayam Crispy,12000,Monday,0,Cerah,81,49
2028-06-20,Dada Ayam,11000,Tuesday,0,Cerah,120,51
2028-06-21,Ayam Geprek,15000,Wednesday,0,Cerah,115,67
2028-06-22,Paha Ayam,10000,Thursday,1,Cerah,119,71
2028-06-23,Paha Ayam,10000,Friday,0,Mendung,106,55
2028-06-24,Ayam Geprek,15000,Saturday,0,Mendung,69,61
2028-06-25,Ayam Geprek,15000,Sunday,1,Cerah,96,76
2028-06-26,Paha Ayam,10000,Monday,1,Cerah,112,73
2028-06-27,Paha Ayam,10000,Tuesday,0,Hujan,68,25
2028-06-28,Ayam Geprek,15000,Wednesday,1,Cerah,76,64
2028-06-29,Paha Ayam,10000,Thursday,0,Mendung,52,29
2028-06-30,Ayam Crispy,12000,Friday,0,Cerah,71,40
2028-07-01,Ayam Crispy,12000,Saturday,0,Cerah,85,61
2028-07-02,Ayam Geprek,15000,Sunday,0,Cerah,62,56
2028-07-03,Dada Ayam,11000,Monday,0,Mendung,84,54
2028-07-04,Ayam Geprek,15000,Tuesday,1,Hujan,56,37
2028-07-05,Ayam Geprek,15000,Wednesday,0,Cerah,105,57
2028-07-06,Dada Ayam,11000,Thursday,0,Cerah,45,41
2028-07-07,Dada Ayam,11000,Friday,0,Cerah,57,36
2028-07-08,Dada Ayam,11000,Saturday,1,Cerah,61,61
2028-07-09,Ayam Crispy,12000,Sunday,0,Cerah,72,47
2028-07-10,Paha Ayam,10000,Monday,0,Cerah,69,49
2028-07-11,Ayam Crispy,12000,Tuesday,0,Mendung,120,56
2028-07-12,Paha Ayam,10000,Wednesday,0,Cerah,71,35
2028-07-13,Ayam Crispy,12000,Thursday,1,Cerah,81,52
2028-07-14,Paha Ayam,10000,Friday,1,Hujan,117,56
2028-07-15,Ayam Crispy,12000,Saturday,0,Cerah,49,49
2028-07-16,Dada Ayam,11000,Sunday,1,Hujan,75,67
2028-07-17,Ayam Geprek,15000,Monday,0,Cerah,73,44
2028-07-18,Ayam Crispy,12000,Tuesday,1,Hujan,112,60
2028-07-19,Paha Ayam,10000,Wednesday,0,Mendung,67,32
2028-07-20,Dada Ayam,11000,Thursday,0,Hujan,50,19
2028-07-21,Ayam Crispy,12000,Friday,0,Hujan,117,40
2028-07-22,Ayam Crispy,12000,Saturday,0,Cerah,78,60
2028-07-23,Dada Ayam,11000,Sunday,0,Hujan,86,45
2028-07-24,Ayam Crispy,12000,Monday,0,Cerah,58,32
2028-07-25,Ayam Geprek,15000,Tuesday,0,Cerah,54,33
2028-07-26,Ayam Crispy,12000,Wednesday,1,Cerah,67,45
2028-07-27,Ayam Geprek,15000,Thursday,0,Mendung,63,37
2028-07-28,Ayam Geprek,15000,Friday,0,Cerah,111,53
2028-07-29,Dada Ayam,11000,Saturday,1,Mendung,48,48
2028-07-30,Ayam Crispy,12000,Sunday,0,Mendung,86,56
2028-07-31,Dada Ayam,11000,Monday,0,Mendung,72,34
2028-08-01,Ayam Crispy,12000,Tuesday,0,Hujan,101,38
2028-08-02,Ayam Crispy,12000,Wednesday,1,Cerah,58,45
2028-08-03,Paha Ayam,10000,Thursday,0,Cerah,106,52
2028-08-04,Ayam Crispy,12000,Friday,0,Cerah,113,45
2028-08-05,Dada Ayam,11000,Saturday,1,Cerah,79,70
2028-08-06,Ayam Geprek,15000,Sunday,1,Cerah,86,70
2028-08-07,Ayam Crispy,12000,Monday,0,Cerah,104,54
2028-08-08,Paha Ayam,10000,Tuesday,0,Cerah,68,35
2028-08-09,Dada Ayam,11000,Wednesday,0,Hujan,89,27
2028-08-10,Ayam Crispy,12000,Thursday,1,Mendung,52,47
2028-08-11,Dada Ayam,11000,Friday,0,Cerah,40,31
2028-08-12,Paha Ayam,10000,Saturday,0,Mendung,73,54
2028-08-13,Paha Ayam,10000,Sunday,1,Cerah,87,72
2028-08-14,Dada Ayam,11000,Monday,0,Cerah,116,52
2028-08-15,Ayam Crispy,12000,Tuesday,0,Mendung,87,46
2028-08-16,Ayam Geprek,15000,Wednesday,0,Cerah,88,41
2028-08-17,Paha Ayam,10000,Thursday,0,Cerah,103,49
2028-08-18,Ayam Crispy,12000,Friday,0,Hujan,100,44
2028-08-19,Ayam Crispy,12000,Saturday,0,Hujan,68,37
2028-08-20,Ayam Geprek,15000,Sunday,0,Mendung,78,57
2028-08-21,Paha Ayam,10000,Monday,0,Mendung,65,29
2028-08-22,Paha Ayam,10000,Tuesday,1,Mendung,56,51
2028-08-23,Ayam Crispy,12000,Wednesday,0,Cerah,110,49
2028-08-24,Ayam Crispy,12000,Thursday,1,Cerah,52,52
2028-08-25,Ayam Geprek,15000,Friday,0,Cerah,108,45
2028-08-26,Ayam Geprek,15000,Saturday,1,Cerah,65,65
2028-08-27,Paha Ayam,10000,Sunday,1,Mendung,88,82
2028-08-28,Dada Ayam,11000,Monday,0,Cerah,106,47
2028-08-29,Paha Ayam,10000,Tuesday,1,Hujan,46,32
2028-08-30,Ayam Crispy,12000,Wednesday,1,Hujan,97,49
2028-08-31,Paha Ayam,10000,Thursday,0,Mendung,88,43
2028-09-01,Dada Ayam,11000,Friday,0,Mendung,92,50
2028-09-02,Ayam Geprek,15000,Saturday,0,Hujan,104,54
2028-09-03,Dada Ayam,11000,Sunday,1,Cerah,101,75
2028-09-04,Dada Ayam,11000,Monday,1,Mendung,56,40
2028-09-05,Dada Ayam,11000,Tuesday,1,Cerah,82,67
2028-09-06,Ayam Geprek,15000,Wednesday,0,Mendung,64,46
2028-09-07,Dada Ayam,11000,Thursday,1,Cerah,42,42
2028-09-08,Dada Ayam,11000,Friday,0,Hujan,118,42
2028-09-09,Dada Ayam,11000,Saturday,0,Hujan,68,48
2028-09-10,Ayam Crispy,12000,Sunday,0,Cerah,71,60
2028-09-11,Dada Ayam,11000,Monday,0,Cerah,65,36
2028-09-12,Ayam Geprek,15000,Tuesday,0,Hujan,55,24
2028-09-13,Dada Ayam,11000,Wednesday,0,Cerah,64,44
2028-09-14,Dada Ayam,11000,Thursday,0,Hujan,93,29
2028-09-15,Ayam Geprek,15000,Friday,0,Mendung,67,43
2028-09-16,Dada Ayam,11000,Saturday,0,Cerah,112,68
2028-09-17,Ayam Geprek,15000,Sunday,0,Cerah,95,58
2028-09-18,Dada Ayam,11000,Monday,0,Cerah,104,46
2028-09-19,Ayam Geprek,15000,Tuesday,0,Mendung,119,52
2028-09-20,Dada Ayam,11000,Wednesday,0,Cerah,80,37
2028-09-21,Dada Ayam,11000,Thursday,0,Mendung,90,55
2028-09-22,Ayam Crispy,12000,Friday,0,Cerah,110,56
2028-09-23,Ayam Crispy,12000,Saturday,0,Mendung,117,76
2028-09-24,Dada Ayam,11000,Sunday,0,Hujan,68,47
2028-09-25,Dada Ayam,11000,Monday,0,Hujan,58,26
2028-09-26,Paha Ayam,10000,Tuesday,1,Cerah,105,67
